gene_id,SRR015084,SRR015086,SRR015088,SRR015090,SRR015092,SRR015104,SRR015106,SRR015108,SRR015110,SRR015112
FBgn0031208,0,1,0,0,0,0,0,0,2,2
FBgn0031214,0,0,2,3,0,0,2,4,0,4
FBgn0002931,6,2,3,2,2,18,14,20,21,21
FBgn0266879,0,0,0,0,0,0,0,0,0,0
FBgn0067779,94,48,82,95,32,125,96,175,80,140
FBgn0266322,20,14,29,23,15,13,13,25,15,18
FBgn0031213,185,148,214,246,106,256,227,271,141,243
FBgn0031216,155,84,125,171,85,90,81,168,89,139
FBgn0031217,340,210,340,456,217,296,240,251,144,232
FBgn0026787,117,86,127,184,83,85,47,68,34,54
FBgn0031257,8,4,9,8,4,392,335,420,218,332
FBgn0031258,28,25,33,38,18,24,33,49,23,31
FBgn0005278,1685,1045,1601,1948,939,865,733,938,475,843
FBgn0031228,190,139,204,211,114,335,234,254,131,218
FBgn0031220,375,234,350,434,196,733,632,908,455,794
FBgn0288229,791,477,775,1016,442,1401,1304,1644,779,1400
FBgn0051976,0,0,0,0,0,0,0,0,0,0
FBgn0051975,7,4,3,8,3,16,16,28,12,16
FBgn0051974,26,11,32,28,14,5,5,2,8,5
FBgn0259818,19,18,19,27,6,16,11,12,7,14
FBgn0016977,2556,1566,2338,3086,1418,630,565,1733,854,1382
FBgn0031232,0,0,4,0,2,2,0,2,0,0
FBgn0265152,0,2,0,0,0,1,0,2,0,2
FBgn0263465,0,0,1,0,0,0,0,0,0,1
FBgn0262252,0,0,0,0,0,0,0,0,0,0
FBgn0031238,84,46,74,78,43,146,93,102,70,76
FBgn0265150,0,0,0,0,0,0,0,0,0,0
FBgn0086855,162,92,154,185,103,208,121,164,92,134
FBgn0031245,174,103,135,169,91,117,125,109,48,71
FBgn0267996,0,0,0,0,0,0,0,2,0,0
FBgn0025686,0,0,2,0,1,0,1,0,0,1
FBgn0020622,323,213,306,368,186,118,120,271,149,198
FBgn0004611,97,48,69,91,59,128,105,133,69,124
FBgn0263872,0,0,1,0,0,1,0,2,1,3
FBgn0031248,0,0,0,0,0,0,1,1,0,0
FBgn0031249,0,0,0,0,0,0,0,3,1,0
FBgn0053127,0,0,0,0,0,3,6,5,5,2
FBgn0264086,0,0,2,3,1,1,1,2,0,2
FBgn0051921,0,0,1,2,0,0,0,0,0,0
FBgn0031250,52,22,69,77,32,195,190,211,117,165
FBgn0266906,0,8,0,0,8,0,0,5,4,0
FBgn0000061,0,0,0,0,0,0,0,0,0,0
FBgn0263871,0,0,0,0,0,0,0,0,0,0
FBgn0031251,4,3,0,6,1,0,0,0,3,0
FBgn0004583,247,184,227,302,158,451,366,617,304,533
FBgn0263870,0,0,0,1,0,0,0,0,1,1
FBgn0015924,175,88,151,174,90,433,375,587,290,527
FBgn0031219,14,5,7,4,2,5,4,11,6,8
FBgn0266304,12,7,16,22,9,32,23,29,16,32
FBgn0001142,456,324,460,533,255,121,75,95,53,87
FBgn0265074,3,4,2,2,1,0,0,0,1,0
FBgn0265075,2,2,1,0,1,0,0,1,1,0
FBgn0031224,103,72,102,131,51,184,139,142,59,123
FBgn0031227,27,17,34,52,24,61,67,35,20,35
FBgn0031229,130,79,148,153,62,191,204,146,87,140
FBgn0053635,19,20,12,31,14,34,34,36,16,22
FBgn0031231,92,57,94,99,49,143,113,102,54,97
FBgn0031233,77,52,59,95,38,155,125,152,82,120
FBgn0266557,1448,959,1395,1955,899,1466,1217,2474,1207,2180
FBgn0265151,1,0,1,0,0,0,0,1,1,1
FBgn0265153,5,0,2,6,3,14,15,32,17,15
FBgn0031235,1,1,1,3,1,0,1,2,3,2
FBgn0265149,10,7,5,6,5,6,4,6,5,8
FBgn0283652,38,24,41,45,16,28,32,28,11,30
FBgn0031239,12,6,11,17,9,5,8,6,5,5
FBgn0031240,4,5,3,6,2,0,0,3,0,0
FBgn0086912,178,122,198,237,115,242,178,163,81,153
FBgn0086856,80,81,96,106,40,56,59,69,29,52
FBgn0003444,142,78,106,148,75,165,98,144,78,176
FBgn0031244,77,47,75,80,46,110,97,90,52,78
FBgn0267995,2,0,2,0,0,0,2,0,1,3
FBgn0031247,67,34,61,85,46,66,75,68,35,52
FBgn0017457,261,169,260,331,175,440,380,316,168,272
FBgn0024352,1241,774,1257,1498,681,1480,1225,1020,536,928
FBgn0266907,17,10,8,13,11,33,14,40,21,27
FBgn0003278,268,180,232,356,176,345,263,202,124,195
FBgn0264855,778,471,713,861,406,512,490,547,298,486
FBgn0263933,401,342,415,520,250,678,599,554,290,482
FBgn0031252,215,169,210,216,118,301,218,213,102,189
FBgn0002593,5043,3597,4598,5676,2902,16329,12897,13055,7008,10508
FBgn0031253,64,36,47,62,29,82,94,68,47,55
FBgn0031254,128,62,117,116,35,46,36,48,22,40
FBgn0031255,42,26,36,43,28,21,17,11,10,18
FBgn0031256,370,245,341,417,195,556,461,522,262,477
FBgn0262510,40,26,38,43,18,53,54,58,32,51
FBgn0031265,269,187,241,302,140,283,262,170,100,173
FBgn0021874,319,228,343,382,213,406,323,268,140,228
FBgn0023489,6,5,8,6,3,0,0,0,0,0
FBgn0031270,20,12,16,22,10,21,18,22,7,19
FBgn0031273,3,4,1,4,1,0,0,0,0,0
FBgn0013323,22,15,28,25,11,2,3,1,6,0
FBgn0031266,709,463,675,851,430,803,694,552,261,473
FBgn0031267,284,202,283,331,151,280,254,240,118,188
FBgn0031268,38,22,46,52,26,48,38,49,26,50
FBgn0003963,1009,716,961,1186,594,1058,821,860,421,755
FBgn0043364,601,403,558,661,333,265,206,351,156,334
FBgn0031264,8,4,7,4,2,2,3,2,2,3
FBgn0027592,454,288,427,532,228,518,418,439,249,401
FBgn0267991,8,5,7,7,6,9,13,20,14,10
FBgn0267992,8,3,4,6,3,32,33,86,50,82
FBgn0010602,1291,933,1230,1582,796,937,711,662,354,506
FBgn0031260,1189,866,1106,1563,819,1184,956,982,536,864
FBgn0005660,843,617,735,1123,624,736,492,487,373,484
FBgn0031261,266,193,299,293,114,812,701,743,248,476
FBgn0260933,664,469,743,904,523,592,401,479,231,414
FBgn0031263,630,457,450,537,268,864,740,517,294,420
FBgn0284247,0,0,0,4,0,0,0,0,0,0
FBgn0266323,0,0,0,0,0,0,0,0,0,0
FBgn0020305,276,184,292,333,172,391,314,301,139,251
FBgn0002936,0,0,0,0,0,0,0,0,0,0
FBgn0031292,9,0,4,10,4,0,0,5,0,4
FBgn0266887,2,1,3,1,0,0,0,0,0,0
FBgn0053526,508,363,520,636,346,771,683,670,343,588
FBgn0002563,14,10,18,24,10,0,0,0,0,0
FBgn0003916,3,1,4,2,1,1,0,1,1,1
FBgn0028481,0,0,0,0,0,0,0,0,0,0
FBgn0266036,0,0,0,0,0,0,0,0,0,0
FBgn0031294,3,3,4,3,3,0,0,0,0,1
FBgn0287617,0,0,0,0,0,0,0,0,0,0
FBgn0031295,0,0,0,0,0,0,0,0,0,0
FBgn0031296,18,9,12,15,6,16,8,14,9,6
FBgn0031275,0,0,0,0,4,0,0,0,0,0
FBgn0265825,0,0,0,0,0,0,0,0,0,0
FBgn0031276,0,0,0,0,0,0,0,0,0,0
FBgn0040725,0,0,0,0,0,0,0,0,0,0
FBgn0031277,0,0,0,0,0,0,0,0,0,0
FBgn0041250,0,0,0,0,0,0,0,0,0,0
FBgn0031279,0,1,0,0,1,0,0,0,0,0
FBgn0000442,0,0,0,0,0,0,0,0,0,0
FBgn0266797,0,0,0,0,0,0,0,0,0,0
FBgn0031281,59,35,46,77,38,132,101,90,43,86
FBgn0031283,0,0,0,0,0,0,0,0,0,0
FBgn0010583,550,353,520,615,336,406,354,428,223,338
FBgn0264869,0,0,0,0,0,0,0,0,0,1
FBgn0031288,0,0,0,0,0,0,0,3,0,0
FBgn0262177,0,0,0,0,0,0,0,0,0,0
FBgn0031289,0,0,0,0,0,0,0,2,0,2
FBgn0051658,99,63,107,105,49,64,49,61,35,52
FBgn0086130,170,123,182,213,108,171,139,93,57,102
FBgn0031282,60,45,40,46,26,92,69,53,29,63
FBgn0031284,81,55,82,100,47,105,95,85,46,65
FBgn0015621,213,154,179,275,149,345,286,266,110,235
FBgn0031285,933,680,879,1150,567,948,821,1104,600,875
FBgn0031286,142,93,139,166,83,135,130,111,51,101
FBgn0020304,800,576,717,923,466,1030,785,1096,589,865
FBgn0031287,88,49,65,90,47,113,78,92,60,90
FBgn0020545,688,464,639,736,406,928,769,645,336,534
FBgn0266884,1,0,0,0,0,1,0,4,1,4
FBgn0029095,647,509,683,889,439,2055,1647,1576,831,1281
FBgn0086031,2,2,3,3,3,4,7,7,3,9
FBgn0266885,1,0,0,0,1,0,0,0,0,0
FBgn0262944,0,0,0,0,0,0,0,0,0,0
FBgn0259229,0,0,0,0,0,0,0,0,0,0
FBgn0031327,36,21,32,47,24,252,220,261,151,211
FBgn0041097,0,0,0,0,0,0,0,0,2,0
FBgn0002543,16,19,20,36,13,136,109,103,52,66
FBgn0266203,2,2,1,1,0,1,1,1,1,2
FBgn0266202,3,0,4,0,2,3,1,0,0,2
FBgn0264873,0,0,0,0,0,0,0,0,0,0
FBgn0031344,28,21,30,33,28,126,88,66,40,81
FBgn0026397,0,0,0,0,0,0,0,0,0,0
FBgn0265814,0,1,0,0,0,0,3,6,5,8
FBgn0261509,6,6,5,9,0,0,8,10,8,12
FBgn0031347,0,0,0,0,0,0,0,0,0,0
FBgn0051935,23,15,32,32,11,149,138,114,60,98
FBgn0031351,19,9,15,11,7,45,46,31,18,25
FBgn0021906,339,264,282,412,236,1612,1235,1091,639,902
FBgn0003310,371,276,350,548,252,207,153,324,185,309
FBgn0031299,0,1,0,2,0,0,0,0,1,2
FBgn0261938,319,210,294,367,201,370,300,328,153,300
FBgn0031302,0,0,0,3,0,20,16,25,12,22
FBgn0016926,462,261,391,512,237,234,214,319,167,292
FBgn0031306,0,0,0,0,0,0,0,0,0,0
FBgn0264267,0,0,0,0,0,16,19,14,8,5
FBgn0031312,227,184,231,324,168,753,590,566,330,490
FBgn0031313,533,411,541,672,370,700,542,634,359,528
FBgn0024314,616,438,532,780,357,1060,790,691,391,586
FBgn0031319,201,149,194,245,127,259,206,239,119,189
FBgn0031322,122,86,106,136,70,152,134,110,60,78
FBgn0031323,0,0,0,0,0,0,0,1,0,0
FBgn0263080,0,0,0,0,0,0,0,0,0,0
FBgn0263081,0,0,0,0,0,0,0,1,0,0
FBgn0040723,0,0,0,0,0,0,0,0,1,0
FBgn0031324,0,0,0,0,0,0,0,0,0,0
FBgn0015905,280,166,257,315,139,348,272,264,128,219
FBgn0031298,267,192,261,301,165,445,391,368,199,314
FBgn0031301,4,0,3,4,0,0,0,0,0,0
FBgn0031304,396,299,379,508,297,811,617,581,341,529
FBgn0031305,1,0,0,0,0,0,0,0,0,0
FBgn0267281,2,2,1,2,3,1,1,1,1,1
FBgn0031307,959,669,884,1263,648,496,369,450,223,405
FBgn0283525,100,75,95,137,46,139,132,104,49,81
FBgn0031309,90,77,97,111,49,170,114,111,72,103
FBgn0031310,340,288,325,396,217,419,374,351,190,286
FBgn0261458,2667,1892,2479,3199,1705,2529,1974,2017,1114,1667
FBgn0031314,92,77,92,101,43,260,215,170,85,146
FBgn0031315,69,49,52,59,35,140,117,76,36,76
FBgn0051922,12,10,19,10,6,21,14,20,9,14
FBgn0031317,230,134,201,246,128,407,373,231,112,215
FBgn0031318,375,257,364,435,215,482,412,404,212,352
FBgn0031320,213,148,224,279,138,134,106,96,48,68
FBgn0031321,334,246,350,440,215,164,125,122,72,117
FBgn0086758,1279,821,1208,1406,638,530,435,1317,604,1075
FBgn0086698,59,38,67,66,27,197,151,155,63,132
FBgn0011570,678,475,677,794,397,1010,845,828,433,725
FBgn0031356,303,221,322,376,184,638,532,565,288,463
FBgn0266311,5,3,7,12,5,11,13,8,3,12
FBgn0031357,55,34,50,63,34,146,126,108,50,99
FBgn0031365,0,0,0,3,0,0,1,0,0,0
FBgn0264494,25,16,37,34,17,29,36,44,18,46
FBgn0027597,90,57,74,87,53,195,155,165,83,117
FBgn0031359,119,87,126,164,83,263,212,249,132,231
FBgn0000579,1919,1414,1793,2176,1162,4342,3360,3243,1758,2703
FBgn0260648,52,30,50,61,26,122,84,68,45,51
FBgn0031360,69,41,77,97,53,357,295,266,143,246
FBgn0031361,22,11,17,22,8,45,45,44,17,32
FBgn0031374,507,379,460,632,325,385,329,562,285,445
FBgn0011859,1,0,0,0,0,0,0,1,1,0
FBgn0267972,219,154,224,279,136,509,423,514,277,441
FBgn0031377,184,114,157,198,97,194,130,189,107,156
FBgn0031378,19,16,27,17,9,91,53,54,25,51
FBgn0031379,205,136,191,215,95,449,384,363,155,288
FBgn0001125,710,483,642,862,425,1656,1347,1293,598,1030
FBgn0262148,0,0,0,0,0,12,9,14,2,7
FBgn0259192,0,0,0,0,0,0,0,0,0,0
FBgn0031381,846,622,775,1028,542,1815,1497,1266,691,1109
FBgn0051939,0,0,0,0,0,0,0,0,0,0
FBgn0051940,0,0,0,0,0,0,0,0,0,0
FBgn0031384,30,16,30,32,17,85,65,54,30,34
FBgn0051669,0,0,0,0,0,0,0,0,0,0
FBgn0286732,0,0,0,0,0,0,1,0,0,0
FBgn0003557,412,256,358,519,249,1034,820,827,479,711
FBgn0026396,0,0,0,0,0,0,0,0,0,0
FBgn0053516,92,77,86,99,49,221,171,273,147,219
FBgn0031388,0,2,0,0,0,0,0,0,0,0
FBgn0266043,0,0,0,0,0,0,0,0,0,1
FBgn0264864,0,0,0,1,0,1,0,2,0,2
FBgn0266836,6,2,3,2,3,1,3,2,0,1
FBgn0028952,21,17,21,26,10,16,17,21,9,16
FBgn0031391,43,41,46,57,30,130,113,112,58,99
FBgn0031390,303,199,291,386,176,731,607,707,382,658
FBgn0031389,440,278,431,530,257,1080,967,1036,488,901
FBgn0004507,451,286,386,501,247,353,296,328,170,263
FBgn0264672,62,44,50,72,37,116,94,72,50,97
FBgn0287218,1,0,0,0,0,0,0,0,0,0
FBgn0031423,0,0,0,0,0,0,0,0,0,0
FBgn0031422,12,13,13,19,9,26,23,24,8,13
FBgn0266217,1,0,0,1,0,4,2,4,4,2
FBgn0031419,0,6,8,5,6,17,11,7,3,11
FBgn0266317,0,0,1,0,0,0,0,0,0,0
FBgn0031420,53,42,62,79,37,311,228,201,106,195
FBgn0031418,695,448,609,789,396,651,521,500,263,411
FBgn0031428,9,3,13,7,10,48,45,52,18,31
FBgn0000490,0,0,7,0,0,58,25,55,30,39
FBgn0264978,193,119,162,198,114,474,362,355,178,302
FBgn0011818,168,108,139,192,115,140,108,170,101,135
FBgn0031392,240,124,192,259,123,443,335,306,149,265
FBgn0031393,0,0,0,1,1,1,0,1,2,2
FBgn0265017,0,0,0,0,0,2,0,0,0,0
FBgn0264875,0,0,0,2,0,0,0,0,0,0
FBgn0051946,0,0,0,0,0,0,0,0,0,0
FBgn0266828,0,0,0,3,0,3,2,2,0,4
FBgn0031395,83,71,92,109,41,155,136,169,75,127
FBgn0085201,0,0,0,0,0,0,0,0,0,0
FBgn0051668,0,0,0,0,0,7,5,6,0,8
FBgn0053124,0,0,0,0,0,8,6,11,5,12
FBgn0031397,15,11,11,18,9,4,5,13,9,11
FBgn0010288,863,609,852,1011,504,539,400,405,197,365
FBgn0031401,128,72,115,131,69,375,301,277,168,273
FBgn0051679,0,0,0,0,0,0,0,0,0,0
FBgn0052463,0,0,0,0,0,0,0,0,0,0
FBgn0051682,0,0,0,0,0,0,0,0,0,0
FBgn0264979,0,0,0,0,1,60,37,53,20,44
FBgn0262106,0,0,0,0,0,0,0,0,0,0
FBgn0011832,0,0,0,0,0,0,0,0,0,0
FBgn0042186,0,0,2,0,0,0,2,0,0,0
FBgn0042187,0,0,0,0,0,0,0,0,0,0
FBgn0031406,0,0,0,0,0,0,0,0,0,0
FBgn0266022,0,0,0,0,0,0,0,0,0,0
FBgn0266023,0,0,0,0,0,0,0,0,0,0
FBgn0031407,0,0,0,0,0,0,0,0,0,0
FBgn0054049,0,0,0,0,0,0,0,0,0,0
FBgn0250841,0,0,0,0,0,0,0,0,0,2
FBgn0264084,0,0,0,0,0,0,0,0,0,0
FBgn0264085,0,0,0,0,0,0,0,1,0,0
FBgn0031409,0,0,0,0,0,1,0,0,0,0
FBgn0051681,0,0,0,0,0,0,0,0,0,0
FBgn0261523,0,0,0,0,0,0,0,0,0,0
FBgn0031410,0,0,0,0,0,0,0,1,0,0
FBgn0028570,0,0,0,0,0,0,0,0,0,0
FBgn0051949,0,0,0,0,0,1,0,0,0,0
FBgn0031412,0,0,0,0,0,0,3,0,0,3
FBgn0031413,12,15,10,12,7,61,38,40,29,33
FBgn0031414,0,0,2,4,2,0,0,3,5,3
FBgn0261647,134,90,143,149,77,270,206,255,142,206
FBgn0031417,10,4,4,7,0,0,0,0,1,0
FBgn0027509,227,159,220,281,134,787,785,604,313,549
FBgn0000097,407,245,373,545,257,374,326,684,320,631
FBgn0264874,13,14,8,15,13,18,19,18,6,31
FBgn0085203,14,14,9,9,5,38,21,16,9,20
FBgn0031398,31,28,46,53,24,59,49,55,20,52
FBgn0259717,67,42,60,57,38,80,41,55,27,51
FBgn0040715,0,0,0,0,0,0,32,0,0,1
FBgn0031399,129,84,114,119,67,368,304,311,152,270
FBgn0031403,47,25,44,44,18,36,22,46,19,20
FBgn0267378,687,449,628,756,338,638,505,644,339,561
FBgn0264945,3,2,1,1,1,3,5,3,2,2
FBgn0262126,742,519,705,920,465,1155,942,1007,501,807
FBgn0264946,1,0,0,0,1,0,0,1,0,0
FBgn0014010,1189,762,1126,1227,596,703,562,825,425,812
FBgn0031434,12,6,19,17,9,19,20,15,14,30
FBgn0031432,2,2,0,6,2,0,0,0,0,2
FBgn0041337,0,0,0,0,0,0,0,0,0,0
FBgn0085343,51,25,47,74,39,51,63,64,34,50
FBgn0026778,0,20,0,0,1,41,16,0,0,0
FBgn0284414,1,0,1,1,0,0,0,0,0,0
FBgn0284413,1,0,0,2,0,0,0,0,0,0
FBgn0031441,1,1,0,0,0,0,0,0,0,0
FBgn0026395,0,0,0,0,0,0,0,0,0,0
FBgn0031443,2,0,0,0,0,0,0,0,0,0
FBgn0051690,0,0,0,0,0,0,0,0,0,0
FBgn0031446,0,0,0,0,0,0,0,0,0,0
FBgn0031436,111,76,106,126,70,382,298,282,150,239
FBgn0031435,17,12,20,28,16,15,21,11,10,19
FBgn0031437,171,104,151,177,101,482,418,358,198,302
FBgn0026479,296,182,284,367,176,779,686,603,315,538
FBgn0031456,92,72,93,121,71,254,193,194,103,190
FBgn0031457,43,30,52,58,24,158,137,165,96,140
FBgn0031454,181,108,153,190,118,171,76,145,80,109
FBgn0031455,0,0,1,0,0,0,67,0,0,0
FBgn0031449,73,45,72,104,39,409,345,380,187,348
FBgn0263564,0,0,0,0,0,0,0,0,0,0
FBgn0031450,336,208,285,391,211,708,576,537,313,458
FBgn0031451,6,8,14,14,3,17,3,9,9,11
FBgn0250906,589,380,570,692,382,1715,1329,1317,713,1078
FBgn0031452,79,66,76,82,41,163,110,132,52,123
FBgn0031453,1190,790,1069,1219,632,734,561,821,459,688
FBgn0265997,1,1,1,1,0,0,0,1,2,1
FBgn0031458,83,46,73,79,43,256,223,244,135,240
FBgn0026324,42,42,45,67,24,176,128,113,51,90
FBgn0028398,50,28,54,56,30,207,168,188,90,118
FBgn0019830,140,105,119,180,84,478,402,297,172,266
FBgn0031459,242,175,243,271,144,1023,785,738,409,649
FBgn0031460,1,0,1,0,0,53,28,51,26,38
FBgn0004242,0,0,0,0,7,0,0,0,0,0
FBgn0264369,0,0,0,0,0,0,0,0,0,0
FBgn0031461,74,48,76,96,63,132,101,172,89,150
FBgn0031478,72,57,78,90,51,211,139,184,99,147
FBgn0031479,63,42,70,74,45,136,101,104,42,91
FBgn0283531,4,0,0,5,2,16,15,20,18,34
FBgn0031465,0,0,0,0,0,2,0,2,0,2
FBgn0031466,0,0,0,0,0,0,0,4,0,2
FBgn0031467,0,0,0,0,0,11,10,16,8,9
FBgn0266881,0,0,0,0,0,0,0,0,0,0
FBgn0031468,0,0,0,0,0,3,5,7,0,8
FBgn0031469,0,0,0,0,0,0,0,3,2,0
FBgn0031470,0,0,0,0,0,94,67,64,36,58
FBgn0031471,0,0,0,0,0,5,3,2,6,3
FBgn0031472,0,0,0,0,0,0,0,0,0,0
FBgn0031473,0,0,0,0,0,0,0,2,0,0
FBgn0015521,2895,2203,2779,3171,1670,9331,7261,8943,4950,7399
FBgn0031474,248,151,216,291,148,529,412,831,387,696
FBgn0051694,496,331,404,593,252,734,617,715,361,648
FBgn0031476,2,2,1,2,0,2,1,3,2,0
FBgn0041111,199,128,175,229,105,258,217,463,222,389
FBgn0051950,14,12,19,17,5,96,77,50,30,40
FBgn0028970,102,53,91,111,62,245,207,191,88,152
FBgn0024947,609,480,633,783,419,1554,1199,1257,677,1031
FBgn0010263,9,6,6,6,4,0,3,0,0,0
FBgn0024920,570,438,529,707,350,864,695,693,346,568
FBgn0004584,566,357,556,608,316,852,717,655,332,572
FBgn0260639,269,195,239,313,135,434,374,333,193,291
FBgn0031483,114,82,121,135,65,264,208,223,119,192
FBgn0031484,72,30,60,63,29,279,263,189,101,164
FBgn0031485,41,26,43,52,24,120,112,105,50,79
FBgn0031488,55,45,57,80,34,96,91,81,43,67
FBgn0025681,410,288,381,520,266,1441,1167,1160,641,1073
FBgn0250786,530,380,462,598,322,1124,863,938,471,805
FBgn0025109,107,81,87,126,51,226,160,178,85,126
FBgn0002989,59,41,74,89,46,143,139,121,62,98
FBgn0260817,121,71,110,132,59,137,111,154,63,112
FBgn0051953,17,14,23,18,12,28,22,21,9,21
FBgn0264745,0,4,8,13,7,0,0,0,0,0
FBgn0264744,8,3,5,9,4,16,20,11,13,22
FBgn0014906,328,233,337,401,175,1520,1261,1481,784,1301
FBgn0031514,0,0,0,0,0,0,0,0,0,0
FBgn0031515,0,0,0,0,0,0,0,4,0,0
FBgn0031516,27,26,50,46,17,211,181,261,122,201
FBgn0031522,0,0,0,0,0,0,0,0,0,0
FBgn0031523,0,0,0,0,0,0,0,0,0,0
FBgn0031519,18,9,15,18,13,23,26,23,18,19
FBgn0031518,11,7,14,15,6,0,0,3,2,0
FBgn0031517,19,10,8,22,10,0,0,0,0,0
FBgn0020445,20,8,20,21,11,0,0,5,0,4
FBgn0031489,366,214,359,441,195,500,430,346,145,273
FBgn0031490,123,102,118,152,79,393,304,251,126,236
FBgn0264996,0,0,0,0,0,0,1,0,0,0
FBgn0031496,9,0,7,11,3,6,7,6,0,8
FBgn0031500,25,18,27,29,19,89,62,76,29,66
FBgn0031501,0,0,0,3,0,0,0,0,0,0
FBgn0042627,8,6,6,8,4,33,23,27,8,32
FBgn0003934,0,0,0,0,1,0,1,1,0,1
FBgn0015600,173,108,167,227,100,410,351,432,245,345
FBgn0031504,0,0,0,0,0,0,0,0,0,0
FBgn0031491,145,82,138,177,91,303,230,257,144,220
FBgn0031492,169,137,169,227,101,509,405,353,145,328
FBgn0031493,277,173,239,307,155,684,572,472,251,433
FBgn0031494,36,24,34,41,20,35,35,30,6,26
FBgn0031495,231,122,188,268,113,557,418,444,214,356
FBgn0031497,1157,844,1078,1496,776,2445,1879,1646,842,1294
FBgn0031498,14,7,17,16,11,77,68,45,27,43
FBgn0243513,8,4,7,10,3,21,12,13,4,13
FBgn0263847,3,0,1,0,0,1,0,4,3,4
FBgn0283427,7032,4810,6910,9032,4601,20458,16987,16700,8612,14236
FBgn0005779,4,4,2,7,1,0,0,0,0,1
FBgn0031505,198,132,209,241,114,492,399,429,202,335
FBgn0011648,160,79,133,203,109,368,335,439,244,334
FBgn0085423,310,193,294,382,193,232,208,303,154,275
FBgn0031526,1,0,0,0,0,1,0,0,0,2
FBgn0031529,107,78,102,150,77,143,104,129,74,103
FBgn0016698,80,54,85,97,46,268,212,172,89,139
FBgn0031530,0,0,0,0,0,24,15,29,11,26
FBgn0031531,0,0,0,0,0,0,0,0,0,0
FBgn0051952,0,0,0,0,0,0,0,2,0,0
FBgn0031533,0,0,0,0,0,0,0,0,0,0
FBgn0031534,311,220,322,395,191,575,492,509,282,464
FBgn0031535,39,31,33,53,25,175,150,172,77,116
FBgn0031536,104,65,97,118,47,248,192,162,98,172
FBgn0266670,95,64,81,113,54,401,328,316,151,251
FBgn0031538,49,29,56,54,25,38,38,45,30,31
FBgn0005616,17,13,18,28,12,300,243,320,158,273
FBgn0263526,1,2,2,1,0,2,2,2,2,2
FBgn0021967,158,120,149,198,90,580,476,459,247,436
FBgn0031540,58,48,51,63,36,116,94,82,51,73
FBgn0051956,0,3,0,2,0,2,0,0,0,0
FBgn0264549,0,0,0,0,0,0,0,0,0,0
FBgn0261560,42,28,37,39,21,570,456,790,377,632
FBgn0014396,0,0,6,0,0,0,0,0,0,0
FBgn0287668,0,0,1,0,0,0,1,0,0,0
FBgn0286737,0,0,0,0,1,0,0,0,0,0
FBgn0284253,536,347,460,599,287,1339,1143,893,492,788
FBgn0031546,0,0,0,0,0,0,0,0,0,0
FBgn0031547,11,11,9,9,12,84,84,61,37,58
FBgn0031544,213,156,236,277,143,969,779,738,350,581
FBgn0031548,0,0,0,4,0,8,8,6,4,8
FBgn0031549,93,71,71,110,65,168,127,153,94,149
FBgn0259955,0,0,0,0,0,0,0,0,0,0
FBgn0024244,0,0,0,2,2,0,0,0,0,0
FBgn0265368,0,0,0,0,0,0,0,0,0,0
FBgn0265960,0,0,0,0,0,0,0,0,0,0
FBgn0264370,0,0,0,0,0,0,0,0,0,0
FBgn0264363,0,0,0,0,0,0,0,0,0,0
FBgn0004892,0,0,0,0,0,0,0,0,0,0
FBgn0284410,0,0,0,0,0,0,0,0,0,0
FBgn0264371,0,0,0,0,0,0,0,0,0,0
FBgn0002985,0,0,0,0,0,0,0,0,0,0
FBgn0265369,0,0,0,0,0,0,0,0,0,0
FBgn0015663,31,11,27,23,13,66,64,62,27,51
FBgn0031554,0,0,0,0,0,0,0,1,0,3
FBgn0000721,193,109,150,196,115,329,256,281,131,243
FBgn0263523,0,0,0,0,0,0,0,0,0,0
FBgn0085369,0,0,0,0,0,0,0,0,0,0
FBgn0259951,0,0,0,0,0,0,0,0,0,0
FBgn0259953,0,0,0,0,0,0,0,0,0,0
FBgn0259952,0,0,0,0,0,0,0,0,0,0
FBgn0261054,0,0,0,0,0,0,0,0,0,0
FBgn0003386,6,0,0,3,4,6,5,7,4,4
FBgn0263846,1,0,1,0,0,0,0,0,0,0
FBgn0263842,0,0,0,0,0,0,0,0,0,0
FBgn0262392,0,0,0,0,0,0,0,0,0,0
FBgn0259957,0,0,0,0,0,0,0,0,0,0
FBgn0262621,0,0,0,0,0,0,0,0,0,0
FBgn0265370,0,0,0,0,0,0,0,0,0,0
FBgn0031564,0,0,0,0,0,0,0,0,0,0
FBgn0051778,0,0,0,0,0,3,0,5,0,4
FBgn0040104,0,0,0,1,0,2,1,5,2,3
FBgn0051777,52,40,43,76,27,130,113,94,62,88
FBgn0015376,113,70,88,136,51,144,131,122,52,88
FBgn0051955,75,46,69,73,31,90,102,138,60,128
FBgn0031566,98,56,98,132,62,205,184,195,87,159
FBgn0004893,15,14,19,27,10,113,94,146,67,114
FBgn0031571,0,0,0,0,0,7,0,5,0,4
FBgn0021800,7,4,8,7,6,75,54,117,66,92
FBgn0031573,17,10,18,23,10,53,29,54,16,29
FBgn0031574,47,29,40,71,35,145,115,82,44,78
FBgn0031575,56,41,57,66,36,154,139,139,64,131
FBgn0051957,13,11,12,20,9,59,36,49,17,49
FBgn0031580,2,1,1,0,0,4,1,5,3,2
FBgn0000256,12,5,7,10,4,802,623,640,329,519
FBgn0051774,3,2,3,4,1,3,1,4,4,6
FBgn0051773,0,0,0,1,0,1,1,0,0,0
FBgn0020376,0,0,3,0,0,7,6,8,0,3
